Date,Open,High,Low,Close,Adj Close,Volume
2020-07-03,22101.750000,22130.300781,21768.000000,21852.400391,21852.400391,256200
2020-07-06,22270.949219,22399.250000,22171.050781,22198.949219,22198.949219,290900
2020-07-07,22254.300781,22674.500000,22040.349609,22628.000000,22628.000000,455800
2020-07-08,22700.900391,23080.599609,22499.500000,22584.650391,22584.650391,673100
2020-07-09,22753.150391,22998.300781,22673.400391,22907.199219,22907.199219,356000
2020-07-10,22720.949219,22835.199219,22320.050781,22398.449219,22398.449219,457100
2020-07-13,22613.250000,22657.400391,21981.650391,22089.250000,22089.250000,293700
2020-07-14,21877.599609,21909.699219,21222.449219,21392.199219,21392.199219,338500
2020-07-15,21634.250000,21935.500000,21230.550781,21340.750000,21340.750000,359100
2020-07-16,21453.250000,21671.250000,21027.849609,21597.150391,21597.150391,348600
2020-07-17,21608.050781,22065.000000,21550.800781,21966.800781,21966.800781,294900
2020-07-20,22307.300781,22520.449219,22187.800781,22321.849609,22321.849609,349700
2020-07-21,22639.849609,22861.900391,22597.949219,22782.000000,22782.000000,316700
2020-07-22,23159.000000,23211.349609,22658.199219,22882.599609,22882.599609,412700
2020-07-23,22854.849609,23122.349609,22734.900391,23083.900391,23083.900391,307600
2020-07-24,22853.199219,22854.050781,22417.199219,22662.050781,22662.050781,436300
2020-07-27,22664.599609,22668.050781,21801.349609,21848.750000,21848.750000,340900
2020-07-28,21940.150391,22233.000000,21611.400391,22105.199219,22105.199219,379800
2020-07-29,22075.000000,22346.400391,21906.349609,22076.599609,22076.599609,400400
2020-07-30,22195.050781,22252.599609,21580.150391,21646.849609,21646.849609,299600
2020-07-31,21730.550781,21806.949219,21375.000000,21640.050781,21640.050781,397300
2020-08-03,21543.800781,21543.800781,21031.449219,21072.099609,21072.099609,431000
2020-08-04,21248.250000,21576.349609,21057.750000,21490.500000,21490.500000,0
2020-08-05,21686.849609,21936.500000,21448.400391,21509.949219,21509.949219,338800
2020-08-06,21644.250000,21926.550781,21370.300781,21642.599609,21642.599609,386600
2020-08-07,21620.250000,21787.250000,21451.300781,21754.000000,21754.000000,378600
2020-08-10,21824.900391,22071.949219,21795.099609,21900.250000,21900.250000,261800
2020-08-11,22050.199219,22277.599609,22039.849609,22227.199219,22227.199219,377900
2020-08-12,22135.949219,22326.550781,21990.199219,22264.000000,22264.000000,507500
2020-08-13,22395.199219,22439.949219,22139.599609,22196.349609,22196.349609,289100
2020-08-14,22334.949219,22334.949219,21459.099609,21679.400391,21679.400391,318800
2020-08-17,21906.949219,21909.400391,21403.150391,21700.849609,21700.849609,263400
2020-08-18,21702.000000,22227.750000,21629.400391,22170.599609,22170.599609,0
2020-08-19,22315.400391,22419.349609,22234.250000,22285.900391,22285.900391,0
2020-08-20,21989.900391,22079.900391,21886.699219,21999.449219,21999.449219,0
2020-08-21,22190.699219,22344.050781,22165.050781,22299.599609,22299.599609,0
2020-08-24,22436.849609,22897.500000,22410.050781,22833.000000,22833.000000,0
2020-08-25,22973.400391,23180.300781,22857.900391,23092.150391,23092.150391,0
2020-08-26,23175.550781,23453.400391,23093.150391,23414.199219,23414.199219,0
2020-08-27,23511.449219,23704.050781,23464.150391,23600.349609,23600.349609,0
2020-08-28,23635.300781,24611.800781,23599.199219,24523.800781,24523.800781,0
2020-08-31,25038.800781,25232.599609,23385.300781,23754.349609,23754.349609,0
2020-09-01,23893.800781,24199.650391,23473.150391,23812.000000,23812.000000,0
2020-09-02,23769.000000,23926.150391,23482.550781,23874.550781,23874.550781,0
2020-09-03,23986.150391,24051.599609,23451.650391,23530.849609,23530.849609,0
2020-09-04,23119.150391,23394.800781,22876.900391,23011.500000,23011.500000,0
2020-09-07,23036.250000,23109.099609,22716.250000,22945.050781,22945.050781,245300
2020-09-08,22971.199219,23064.150391,22641.400391,22744.400391,22744.400391,0
2020-09-09,22486.699219,22554.599609,22080.400391,22267.000000,22267.000000,0
2020-09-10,22466.550781,22678.650391,22225.250000,22466.199219,22466.199219,0
2020-09-11,22509.949219,22668.750000,22205.949219,22479.949219,22479.949219,0
2020-09-14,22683.349609,22757.300781,22028.150391,22101.250000,22101.250000,0
2020-09-15,22202.800781,22514.150391,22062.349609,22465.650391,22465.650391,0
2020-09-16,22476.300781,22659.400391,22216.500000,22573.550781,22573.550781,0
2020-09-17,22352.000000,22504.449219,22267.050781,22320.349609,22320.349609,0
2020-09-18,22439.349609,22469.400391,21784.900391,22031.050781,22031.050781,0
2020-09-21,21983.400391,22098.849609,21274.300781,21366.800781,21366.800781,0
2020-09-22,21445.250000,21473.349609,20958.449219,21139.099609,21139.099609,0
2020-09-23,21350.800781,21365.050781,20821.000000,21178.500000,21178.500000,0
2020-09-24,20898.800781,20955.599609,20404.900391,20456.849609,20456.849609,0
2020-09-25,20740.800781,21064.300781,20430.699219,20982.349609,20982.349609,0
2020-09-28,21152.050781,21708.849609,21055.099609,21665.500000,21665.500000,0
2020-09-29,21770.900391,21811.500000,21280.599609,21411.300781,21411.300781,0
2020-09-30,21405.250000,21549.349609,21128.500000,21451.800781,21451.800781,0
2020-10-01,21685.250000,22293.750000,21664.150391,22246.000000,22246.000000,0
2020-10-05,22352.099609,22768.550781,22247.250000,22370.949219,22370.949219,0
2020-10-06,22673.050781,22893.500000,22521.050781,22853.699219,22853.699219,0
2020-10-07,22836.949219,23036.199219,22607.800781,22964.800781,22964.800781,0
2020-10-08,23150.250000,23450.900391,23063.599609,23191.349609,23191.349609,0
2020-10-09,23312.599609,23904.099609,23132.449219,23846.800781,23846.800781,0
2020-10-12,23955.599609,24190.349609,23552.599609,23712.800781,23712.800781,0
2020-10-13,23663.050781,23775.150391,23431.500000,23492.199219,23492.199219,0
2020-10-14,23353.150391,23962.699219,23149.449219,23874.650391,23874.650391,0
2020-10-15,23920.349609,24087.849609,22970.949219,23072.400391,23072.400391,0
2020-10-16,23219.849609,23646.199219,23148.949219,23533.250000,23533.250000,0
2020-10-19,23902.900391,24320.949219,23754.849609,24266.750000,24266.750000,0
2020-10-20,24117.349609,24410.900391,24039.849609,24311.800781,24311.800781,0
2020-10-21,24444.199219,24823.599609,24099.849609,24635.050781,24635.050781,0
2020-10-22,24447.349609,24691.150391,24250.199219,24484.150391,24484.150391,0
2020-10-23,24669.199219,24764.150391,24360.849609,24478.300781,24478.300781,0
2020-10-26,24525.800781,24577.300781,23867.750000,24075.449219,24075.449219,0
2020-10-27,24288.050781,24809.650391,23924.199219,24769.500000,24769.500000,0
2020-10-28,24737.849609,24780.699219,24057.949219,24232.500000,24232.500000,0
2020-10-29,24063.500000,24339.099609,23822.050781,24092.000000,24092.000000,0
2020-10-30,24090.150391,24277.349609,23612.699219,23900.900391,23900.900391,0
2020-11-02,24367.599609,25139.000000,24120.599609,24892.500000,24892.500000,0
2020-11-03,25108.000000,25760.699219,25085.699219,25682.800781,25682.800781,0
2020-11-04,25539.550781,25891.000000,25142.000000,25771.599609,25771.599609,0
2020-11-05,26174.800781,26375.199219,26000.050781,26313.099609,26313.099609,0
2020-11-06,26274.099609,26853.449219,26135.300781,26798.949219,26798.949219,0
2020-11-09,27088.949219,27595.000000,27068.949219,27534.099609,27534.099609,0
2020-11-10,28039.449219,28802.500000,27916.900391,28606.000000,28606.000000,0
2020-11-11,28713.150391,29030.900391,28211.099609,28845.000000,28845.000000,0
2020-11-12,28633.750000,28672.900391,28066.050781,28278.800781,28278.800781,0
2020-11-13,28108.699219,28520.550781,27703.300781,28465.699219,28465.699219,0
2020-11-14,null,null,null,null,null,null
2020-11-17,28792.250000,29239.250000,28722.900391,29181.300781,29181.300781,0
2020-11-18,29107.900391,29784.750000,29056.750000,29749.849609,29749.849609,0
2020-11-19,29302.599609,29627.199219,28819.550781,28903.050781,28903.050781,0
2020-11-20,28935.750000,29406.699219,28580.900391,29236.000000,29236.000000,0
2020-11-23,29432.800781,29492.300781,28852.900391,29024.199219,29024.199219,0
2020-11-24,29265.599609,29827.800781,29206.750000,29737.250000,29737.250000,0
2020-11-25,30021.900391,30197.849609,29132.300781,29196.400391,29196.400391,0
2020-11-26,29370.400391,29623.000000,28923.099609,29549.750000,29549.750000,369400
2020-11-27,29622.000000,29716.849609,29368.699219,29609.050781,29609.050781,0
2020-12-01,29844.800781,29919.750000,29511.000000,29817.849609,29817.849609,0
2020-12-02,29876.699219,29886.250000,29149.900391,29463.150391,29463.150391,0
2020-12-03,29728.900391,29813.000000,29379.400391,29448.750000,29448.750000,0
2020-12-04,29573.400391,30162.300781,29473.500000,30052.400391,30052.400391,0
2020-12-07,30062.599609,30354.199219,29950.599609,30211.550781,30211.550781,0
2020-12-08,30300.300781,30363.800781,30025.199219,30261.900391,30261.900391,0
2020-12-09,30335.050781,30807.250000,30326.699219,30709.400391,30709.400391,0
2020-12-10,30545.349609,30610.000000,30202.099609,30510.349609,30510.349609,0
2020-12-11,30555.300781,30811.800781,30328.449219,30604.849609,30604.849609,0
2020-12-14,30735.150391,30845.800781,30624.250000,30745.900391,30745.900391,269000
2020-12-15,30805.400391,30805.849609,30345.750000,30691.050781,30691.050781,279400
2020-12-16,30920.349609,30932.250000,30587.099609,30698.400391,30698.400391,0
2020-12-17,30791.199219,30945.199219,30643.900391,30847.050781,30847.050781,0
2020-12-18,30841.849609,30854.050781,30374.500000,30714.650391,30714.650391,0
2020-12-21,30595.800781,30607.500000,29201.199219,29456.449219,29456.449219,0
2020-12-22,29607.500000,29711.150391,28976.750000,29625.949219,29625.949219,0
2020-12-23,29560.750000,29941.400391,29446.000000,29883.300781,29883.300781,0
2020-12-24,30071.650391,30545.849609,30007.800781,30402.199219,30402.199219,0
2020-12-28,30558.849609,30929.050781,30538.150391,30880.949219,30880.949219,0
2020-12-29,31006.900391,31359.349609,31002.599609,31322.500000,31322.500000,0
2020-12-30,31479.800781,31510.250000,31007.150391,31303.050781,31303.050781,0
2020-12-31,31295.900391,31409.500000,31088.099609,31264.050781,31264.050781,0
2021-01-01,null,null,null,null,null,null
2021-01-04,31485.150391,31489.599609,30893.650391,31212.449219,31212.449219,0
2021-01-05,31041.099609,31767.650391,30935.550781,31722.250000,31722.250000,0
2021-01-06,31839.949219,31982.300781,31548.150391,31797.900391,31797.900391,0
2021-01-07,32129.800781,32177.400391,31911.500000,31956.000000,31956.000000,0
2021-01-08,32298.050781,32298.050781,32002.949219,32084.199219,32084.199219,0
2021-01-11,32280.300781,32288.449219,31836.949219,31998.900391,31998.900391,0
2021-01-12,31835.050781,32397.949219,31725.849609,32339.000000,32339.000000,0
2021-01-13,32546.599609,32683.500000,32148.250000,32574.650391,32574.650391,0
2021-01-14,32526.699219,32718.949219,32442.349609,32519.750000,32519.750000,0
2021-01-15,32508.900391,32544.800781,32044.349609,32246.800781,32246.800781,0
2021-01-18,32275.150391,32441.500000,31650.900391,31811.750000,31811.750000,396800
2021-01-19,32082.900391,32464.949219,31863.949219,32424.849609,32424.849609,354800
2021-01-20,32388.949219,32607.449219,32322.900391,32543.699219,32543.699219,0
2021-01-21,32732.800781,32842.300781,31985.550781,32186.900391,32186.900391,0
2021-01-22,32088.000000,32131.400391,31119.900391,31167.250000,31167.250000,0
2021-01-25,31507.150391,31697.550781,31013.650391,31198.400391,31198.400391,0
2021-01-27,31236.250000,31287.050781,30165.650391,30284.550781,30284.550781,0
2021-01-28,29812.300781,30464.400391,29687.699219,30358.300781,30358.300781,0
2021-01-29,30700.650391,31111.949219,30254.550781,30565.500000,30565.500000,0
2021-02-01,30976.349609,33305.300781,30906.449219,33089.050781,33089.050781,0
2021-02-02,33589.050781,34652.500000,33583.148438,34267.898438,34267.898438,672200
2021-02-03,34555.601563,34908.050781,34011.898438,34758.449219,34758.449219,605200
2021-02-04,34548.898438,35413.148438,34238.898438,35344.800781,35344.800781,0
2021-02-05,35634.949219,36615.199219,35545.000000,35654.500000,35654.500000,0
2021-02-08,36073.851563,36466.449219,35872.250000,35983.648438,35983.648438,0
2021-02-09,36058.800781,36477.148438,35636.851563,36056.500000,36056.500000,0
2021-02-10,36042.351563,36227.199219,35428.148438,35783.101563,35783.101563,0
2021-02-11,35687.250000,36009.449219,35573.300781,35752.101563,35752.101563,0
2021-02-12,35736.601563,36322.800781,35700.250000,36108.898438,36108.898438,0
2021-02-15,36501.398438,37449.898438,36405.101563,37306.250000,37306.250000,0
2021-02-16,37492.601563,37708.750000,36762.750000,37098.398438,37098.398438,0
2021-02-17,37041.949219,37331.449219,36764.250000,36910.949219,36910.949219,0
2021-02-18,37088.750000,37108.750000,36367.449219,36587.000000,36587.000000,0
2021-02-19,36371.550781,36656.199219,35584.601563,35841.601563,35841.601563,0
2021-02-22,35874.300781,36128.898438,35097.550781,35257.199219,35257.199219,0
2021-02-23,35540.550781,35680.851563,34976.000000,35116.949219,35116.949219,0
2021-02-24,35205.398438,36567.648438,35060.648438,36452.300781,36452.300781,272900
2021-02-25,36763.148438,37232.199219,36494.000000,36549.000000,36549.000000,455900
2021-02-26,35806.648438,35902.898438,34658.699219,34803.601563,34803.601563,0
2021-03-01,35374.250000,35581.101563,34983.750000,35296.000000,35296.000000,0
2021-03-02,35458.148438,35747.050781,35002.449219,35419.699219,35419.699219,0
2021-03-03,35754.449219,36455.148438,35570.550781,36368.050781,36368.050781,0
2021-03-04,35575.648438,36316.398438,35519.250000,35802.500000,35802.500000,0
2021-03-05,35458.500000,35616.050781,34893.250000,35228.148438,35228.148438,0
2021-03-08,35462.449219,35827.300781,35090.750000,35275.750000,35275.750000,0
2021-03-09,35705.898438,36077.800781,35544.949219,35865.648438,35865.648438,0
2021-03-10,36112.250000,36176.898438,35764.351563,35938.300781,35938.300781,0
2021-03-12,36497.351563,36497.351563,35188.050781,35496.648438,35496.648438,0
2021-03-15,35544.250000,35544.250000,34430.648438,35182.550781,35182.550781,0
2021-03-16,35352.000000,35405.050781,34744.601563,34804.601563,34804.601563,0
2021-03-17,34905.050781,35100.500000,34126.851563,34229.250000,34229.250000,0
2021-03-18,34577.500000,34759.851563,33597.550781,33856.800781,33856.800781,0
2021-03-19,33590.398438,34355.398438,33361.000000,34161.601563,34161.601563,0
2021-03-22,34088.398438,34148.898438,33389.148438,33603.449219,33603.449219,0
2021-03-23,33747.949219,34360.050781,33622.000000,34184.398438,34184.398438,0
2021-03-24,33894.699219,33970.648438,33203.398438,33293.250000,33293.250000,0
2021-03-25,33420.750000,33550.148438,32415.250000,33006.449219,33006.449219,0
2021-03-26,33605.050781,33610.648438,33166.101563,33318.199219,33318.199219,0
2021-03-30,33615.898438,33990.800781,33564.550781,33875.101563,33875.101563,374200
2021-03-31,33764.800781,33773.101563,33151.800781,33303.898438,33303.898438,0
2021-04-01,33588.000000,33949.148438,33208.750000,33858.000000,33858.000000,0
2021-04-05,33649.148438,33697.750000,32330.150391,32678.849609,32678.849609,0
2021-04-06,32915.648438,33007.648438,32338.400391,32501.349609,32501.349609,0
2021-04-07,32529.699219,33191.699219,32141.550781,32991.199219,32991.199219,0
2021-04-08,33154.199219,33306.800781,32704.750000,32782.851563,32782.851563,0
2021-04-09,32636.900391,32972.148438,32329.949219,32448.050781,32448.050781,0
2021-04-12,31637.900391,31698.050781,30520.300781,30792.000000,30792.000000,0
2021-04-13,30901.800781,31885.449219,30722.849609,31771.599609,31771.599609,0
2021-04-15,31929.099609,32187.050781,31406.400391,32112.849609,32112.849609,0
2021-04-16,32161.449219,32325.150391,31911.900391,31977.449219,31977.449219,0
2021-04-19,30993.449219,31304.300781,30405.650391,31208.400391,31208.400391,0
2021-04-20,31568.949219,31731.650391,30891.000000,31112.699219,31112.699219,0
2021-04-22,30763.500000,31834.500000,30555.250000,31782.599609,31782.599609,368400
2021-04-23,31490.599609,32148.400391,31377.150391,31722.300781,31722.300781,0
2021-04-26,32316.650391,32603.699219,32144.800781,32275.150391,32275.150391,0
2021-04-27,32228.949219,32807.101563,32152.949219,32735.349609,32735.349609,0
2021-04-28,32865.500000,33777.699219,32840.300781,33722.800781,33722.800781,0
2021-04-29,33901.601563,34287.000000,33304.601563,33714.500000,33714.500000,0
2021-04-30,33112.398438,33455.250000,32663.400391,32781.800781,32781.800781,0
2021-05-03,32368.550781,32566.599609,31906.550781,32465.750000,32465.750000,351000
2021-05-04,32610.400391,33011.550781,32191.400391,32270.349609,32270.349609,786800
2021-05-05,32577.099609,32862.148438,32068.550781,32783.699219,32783.699219,0
2021-05-06,32900.750000,32956.351563,32564.000000,32827.800781,32827.800781,0
2021-05-07,33041.648438,33259.148438,32771.351563,32904.500000,32904.500000,0
2021-05-10,33175.300781,33297.601563,33028.148438,33142.398438,33142.398438,0
2021-05-11,32640.949219,33154.300781,32611.699219,32872.199219,32872.199219,0
2021-05-12,32717.650391,32747.699219,32352.300781,32452.300781,32452.300781,0
2021-05-14,32495.150391,32622.650391,32115.500000,32169.550781,32169.550781,0
2021-05-17,32437.849609,33506.898438,32318.699219,33459.250000,33459.250000,0
2021-05-18,33893.101563,34142.851563,33730.449219,33922.398438,33922.398438,0
2021-05-19,33717.101563,33959.300781,33608.250000,33685.199219,33685.199219,0
2021-05-20,33692.550781,33833.699219,33273.949219,33334.550781,33334.550781,0
2021-05-21,33559.800781,34694.449219,33559.750000,34606.898438,34606.898438,0
2021-05-24,34869.300781,35216.101563,34528.300781,34943.601563,34943.601563,0
2021-05-25,35095.000000,35125.851563,34410.398438,34662.000000,34662.000000,0
2021-05-26,34757.148438,34897.949219,34462.500000,34684.199219,34684.199219,0
2021-05-27,34664.199219,35220.800781,34529.699219,35095.050781,35095.050781,0
2021-05-28,35345.648438,35436.648438,34977.199219,35141.449219,35141.449219,0
2021-05-31,35097.449219,35584.300781,34930.101563,35526.648438,35526.648438,0
2021-06-01,35639.750000,35713.898438,35241.199219,35337.199219,35337.199219,0
2021-06-02,35271.601563,35415.851563,35070.300781,35373.750000,35373.750000,0
2021-06-03,35536.449219,35723.699219,35413.000000,35649.000000,35649.000000,0
2021-06-04,35657.851563,35810.898438,35176.148438,35291.648438,35291.648438,0
2021-06-07,35460.800781,35545.851563,35338.550781,35443.648438,35443.648438,0
2021-06-08,35433.800781,35449.500000,34962.648438,35085.300781,35085.300781,0
2021-06-09,35114.250000,35402.449219,34641.199219,34800.500000,34800.500000,0
2021-06-10,34903.601563,35165.648438,34734.398438,35131.199219,35131.199219,0
2021-06-11,35324.648438,35344.000000,34891.300781,35047.398438,35047.398438,0
2021-06-14,34936.550781,34995.148438,34374.351563,34950.601563,34950.601563,0
2021-06-15,35038.050781,35317.398438,34917.898438,35247.750000,35247.750000,0
2021-06-16,35196.250000,35380.000000,34916.199219,35003.500000,35003.500000,0
2021-06-17,34619.800781,34882.398438,34458.101563,34605.398438,34605.398438,0
2021-06-18,34735.148438,34787.398438,33908.949219,34558.000000,34558.000000,0
2021-06-21,34109.449219,34927.648438,33937.500000,34871.300781,34871.300781,0
2021-06-22,35084.898438,35281.898438,34664.351563,34745.000000,34745.000000,0
2021-06-23,34911.851563,34937.648438,34525.449219,34574.000000,34574.000000,0
2021-06-24,34687.699219,34935.300781,34592.351563,34827.000000,34827.000000,0
2021-06-25,34916.648438,35491.949219,34915.851563,35364.648438,35364.648438,0
2021-06-28,35488.199219,35576.949219,35236.449219,35359.449219,35359.449219,0
2021-06-29,35320.449219,35337.449219,34913.699219,35010.300781,35010.300781,0
2021-06-30,35001.898438,35214.898438,34730.449219,34772.199219,34772.199219,0
2021-07-01,34866.000000,34917.648438,34650.949219,34684.000000,34684.000000,164000
2021-07-02,34728.101563,34894.449219,34632.601563,34809.898438,34809.898438,165600
2021-07-05,35010.949219,35234.300781,34926.398438,35212.000000,35212.000000,0
2021-07-06,35173.601563,35807.449219,35165.550781,35579.148438,35579.148438,0
2021-07-07,35550.601563,35795.750000,35427.648438,35771.300781,35771.300781,0
2021-07-08,35603.250000,35811.000000,35134.648438,35274.101563,35274.101563,0
2021-07-09,35163.750000,35225.199219,34859.898438,35071.949219,35071.949219,0
2021-07-12,35285.050781,35394.300781,35060.351563,35198.898438,35198.898438,0
2021-07-13,35480.050781,35727.851563,35340.699219,35673.398438,35673.398438,0
2021-07-14,35585.851563,35804.050781,35434.750000,35668.250000,35668.250000,0
2021-07-15,35757.449219,35985.250000,35625.699219,35907.648438,35907.648438,0
2021-07-16,35977.949219,35977.949219,35674.750000,35751.800781,35751.800781,0
2021-07-19,35070.500000,35347.050781,34899.199219,35079.199219,35079.199219,0
